discreteSemanticEntropy,isAnswerCorrect,predictedAnswer,semanticClustering,trueCluster,usedPrompt
-0.0,True,"According to the American College of Radiology (ACR) and the National Electrical Manufacturers Association (NEMA), the two reference radiodensities used to create the Hounsfield scale are:

1. Air (-1000 HU)
2. Water (0 HU)","[['According to the American College of Radiology (ACR), the two reference radiodensities used to create the Hounsfield scale are:\n\n1. Air (-1000 HU)\n2. Water (0 HU)', 'According to the American Association of Physicists in Medicine (AAPM), the Hounsfield scale uses the following two reference radiodensities:\n\n1. Air: -1000 HU\n2. Water: 0 HU', 'According to the current US-American guidelines (e.g., American College of Radiology), the Hounsfield scale is defined by setting:\n\n- Air: -1000 HU\n- Water: 0 HU', 'According to the current American Association of Physicists in Medicine (AAPM) guidelines, the Hounsfield scale references air at -1000 Hounsfield Units (HU) and water at 0 HU.', 'Air (−1000) and water (+0).', 'According to the American College of Radiology (ACR), the Hounsfield scale is calibrated using air at -1000 HU and water at 0 HU.', 'Water (0 HU) and air (-1000 HU).', 'Water (0 HU) and air (-1000 HU).', 'According to the American Association of Physicists in Medicine (AAPM) and the American College of Radiology (ACR), the Hounsfield scale is defined relative to the radiodensity of water (0 HU) and air (-1000 HU).', 'According to the American College of Radiology (ACR), water and air are the two reference radiodensities used to create the Hounsfield scale. Water is set at 0 HU and air is set at -1000 HU.']]",0,"Please refer to the currently valid US-american guidelines and answer as short and precise as possible. Do not give information that is not explicitly asked for in the question.
Which two reference radiodensities are used to create the Hounsfield-scale?"
-0.0,True,"According to the American College of Radiology (ACR) and the National Electrical Manufacturers Association (NEMA), gradient coils in MRI are used to:

* Spatially encode magnetic resonance signals
* Selectively excite or suppress signal from specific regions of interest
* Perform spatial localization and slice selection during image acquisition.","[['According to current ACR (American College of Radiology) and RSNA (Radiological Society of North America) guidelines, gradient coils in MRI are used to:\n\n* Spatially encode magnetic resonance signals\n* Select slice planes and directions for imaging\n* Refocus spins after excitation for signal readout', 'According to current US-American guidelines, gradient coils in MRI are used for spatial encoding, allowing for the selection of specific slices, phase encoding, and frequency encoding of the magnetic resonance signal. (Source: ACR Guidance Document on Safe MR Practices)', 'According to current US-American guidelines, specifically the American College of Radiology (ACR) and the National Electrical Manufacturers Association (NEMA), gradient coils in MRI are used for spatial encoding and slice selection during basic image acquisition.', 'According to the ACR Guidance Document on Safe MR Practices (2019), gradient coils are used to spatially encode magnetic resonance signals and select specific planes or volumes for imaging. \n\nIn terms of basic image acquisition, they are used for three main purposes:\n\n1. Slice selection\n2. Frequency encoding (readout)\n3. Phase encoding', 'According to the American College of Radiology (ACR) and the National Electrical Manufacturers Association (NEMA), in MRI, gradient coils are used for spatial encoding, allowing for:\n\n1. Slice selection\n2. Frequency encoding (readout)\n3. Phase encoding\n\n(Reference: ACR-NEMA Standards Publication PS 3.1-2019)', 'According to current US-American guidelines, gradient coils in MRI are used for spatial encoding, allowing for the spatial localization of signal within an image. They provide a varying magnetic field strength along the x, y, and z axes, enabling slice selection, frequency encoding (readout), and phase encoding.', 'According to current US-American guidelines, gradient coils in MRI are used for spatial encoding, allowing for spatial localization of signal intensity within the body, thereby facilitating basic image acquisition. (Source: ACR Guidance Document on Safe MR Practices)', 'According to current US-American guidelines, in basic MRI image acquisition, gradient coils are used for spatial encoding, allowing for:\n\n1. Slice selection\n2. Phase encoding\n3. Frequency encoding (also known as readout)', 'According to current US-American guidelines (ACR Manual on MR Safety, 2020), gradient coils in MRI are used for spatial encoding, allowing for slice selection, frequency encoding, and phase encoding during basic image acquisition.', 'Gradient coils in MRI are used to spatially encode magnetic resonance signals, allowing for localization and formation of images by varying the magnetic field strength along different axes (x, y, z). They switch on and off rapidly during imaging sequences.']]",0,"Please refer to the currently valid US-american guidelines and answer as short and precise as possible. Do not give information that is not explicitly asked for in the question.
What are gradient coils used for in MRI in terms of basic image acquisition?"
-0.0,True,"According to the American College of Radiology (ACR) and the National Electrical Manufacturers Association (NEMA), increasing slice thickness in MRI:

* Decreases spatial resolution
* Increases signal-to-noise ratio (SNR)","[['According to the American College of Radiology (ACR) Guidelines, increasing slice thickness in MRI:\n\n* Decreases spatial resolution\n* Increases signal-to-noise ratio (SNR)', 'According to the American College of Radiology (ACR) and the American Association of Physicists in Medicine (AAPM), a higher slice thickness in MRI:\n\n* Decreases spatial resolution, as thicker slices average more anatomy, reducing the ability to detect small structures.\n* Increases signal-to-noise ratio (SNR), as more tissue is excited and contributes to the signal.', 'According to the American College of Radiology (ACR) and the RSNA, thicker slices in MRI:\n\n* Decrease spatial resolution\n* Increase signal-to-noise ratio (SNR) \n\n(Reference: ACR-RSNA-SPR Practice Parameter for the Performance of Magnetic Resonance Imaging (MRI), 2018)', 'According to the American College of Radiology (ACR) and the National Electrical Manufacturers Association (NEMA) guidelines, increasing slice thickness in MRI:\n\n* Decreases spatial resolution\n* Increases signal-to-noise ratio (SNR)', 'According to the American College of Radiology (ACR) and the American Association of Physicists in Medicine (AAPM), a higher slice thickness in MRI:\n\n* Decreases spatial resolution\n* Increases signal-to-noise ratio (SNR)', 'According to the American College of Radiology (ACR) and the National Electrical Manufacturers Association (NEMA), increasing slice thickness in MRI:\n\n* Decreases spatial resolution\n* Increases signal-to-noise ratio (SNR) \n\n(References: ACR Manual on MR Safety, NEMA Standards Publication No. MS 1-2019)', 'According to the American College of Radiology (ACR) guidelines, increasing slice thickness in MRI:\n\n* Decreases spatial resolution\n* Increases signal-to-noise ratio (SNR).', 'According to the American College of Radiology (ACR) and the National Electrical Manufacturers Association (NEMA), increasing slice thickness in MRI:\n\n* Decreases spatial resolution\n* Increases signal-to-noise ratio (SNR)', 'According to the American College of Radiology (ACR) Guidelines, increasing slice thickness in MRI:\n\n* Decreases spatial resolution\n* Increases signal-to-noise ratio (SNR)', 'According to the American College of Radiology (ACR) and the National Electrical Manufacturers Association (NEMA), increasing slice thickness in MRI:\n\n* Decreases spatial resolution\n* Increases signal-to-noise ratio (SNR)']]",0,"Please refer to the currently valid US-american guidelines and answer as short and precise as possible. Do not give information that is not explicitly asked for in the question.
How does higher slice thickness influence spatial resolution and signal-to-noise ratio in MRI?"
-0.0,False,"According to the US Preventive Services Task Force (USPSTF), LDCT screening is recommended annually for lung cancer in adults aged 50-80 years who:

* Have a 20 pack-year smoking history and currently smoke or have quit within the past 15 years.

(Note: A ""pack-year"" is defined as one pack of cigarettes per day for one year.)","[['According to the United States Preventive Services Task Force (USPSTF) guidelines, annual LDCT screening is recommended for lung cancer in adults aged 50-80 years who:\n\n* Have a 20 pack-year smoking history\n* Currently smoke or have quit within the past 15 years.', 'According to the US Preventive Services Task Force (USPSTF), LDCT screening is recommended annually for lung cancer in adults aged 50-80 years who:\n\n* Have a 20 pack-year smoking history and\n* Currently smoke or have quit within the past 15 years. \n\n(Source: USPSTF, Final Recommendation Statement, 2021)', 'According to the US Preventive Services Task Force (USPSTF), LDCT screening for lung cancer is recommended annually for adults aged 50-80 years who:\n\n* Have a 20 pack-year smoking history\n* Currently smoke or have quit within the past 15 years', 'According to the U.S. Preventive Services Task Force (USPSTF) guidelines, LDCT screening for lung cancer is recommended annually for adults aged 50-80 years who:\n\n* Have a 20 pack-year smoking history and\n* Currently smoke or have quit within the past 15 years.\n\nNote: A ""pack-year"" is defined as the number of packs smoked per day multiplied by the number of years smoked.', 'According to the current U.S. Preventive Services Task Force (USPSTF) guidelines, LDCT screening is recommended annually for lung cancer in adults aged 50-80 years who:\n\n* Have a 20 pack-year smoking history\n* Currently smoke or have quit within the past 15 years', 'According to the U.S. Preventive Services Task Force (USPSTF) 2021 guidelines, annual LDCT screening for lung cancer is recommended for adults aged 50-80 years who:\n\n* Have a 20 pack-year smoking history and currently smoke or have quit within the past 15 years.\n\n(Note: A ""pack-year"" is defined as one pack of cigarettes per day for one year.)', 'According to the United States Preventive Services Task Force (USPSTF), LDCT screening is recommended annually for lung cancer in adults aged 50-80 years who have a 20 pack-year smoking history and currently smoke or have quit within the past 15 years. (Source: USPSTF, 2021)', 'According to the United States Preventive Services Task Force (USPSTF), Low-Dose Computed Tomography (LDCT) screening is recommended for lung cancer in high-risk populations:\n\n* Age: 50-80 years\n* 20 pack-years or more of smoking history\n* Currently smoke or have quit within the past 15 years', 'According to the U.S. Preventive Services Task Force (USPSTF), annual LDCT screening is recommended for:\n\n* Adults aged 50-80 years\n* With a 20 pack-year smoking history and currently smoke or have quit within the past 15 years.\n\n(Note: These recommendations are based on the 2021 USPSTF guidelines)', 'According to the US Preventive Services Task Force (USPSTF), LDCT screening is recommended annually for:\n\n* Adults aged 50-80 years\n* Current or former smokers with a 20 pack-year smoking history and who currently smoke or have quit within the past 15 years\n* No symptoms of lung cancer\n\n(As of 2021 guidelines)']]",-1,"Please refer to the currently valid US-american guidelines and answer as short and precise as possible. Do not give information that is not explicitly asked for in the question.
When is low-dose CT (LDCT) screening recommended for lung cancer in high-risk populations?"
-0.0,True,"According to the United States Preventive Services Task Force (USPSTF) 2019 guidelines, one-time screening with ultrasound is recommended for abdominal aortic aneurysm (AAA) in men aged 65-75 years who have ever smoked.","[['According to the U.S. Preventive Services Task Force (USPSTF), ultrasound is used as the primary method for screening for abdominal aortic aneurysm (AAA) in asymptomatic men aged 65-75 who have ever smoked.', 'According to the U.S. Preventive Services Task Force (USPSTF), ultrasound screening is recommended for men aged 65-75 years who have ever smoked, as it can help detect abdominal aortic aneurysms (AAAs). (Grade B recommendation)', 'According to the U.S. Preventive Services Task Force (USPSTF), ultrasound is recommended as a one-time screening test for abdominal aortic aneurysm (AAA) in men aged 65-75 years who have ever smoked.', 'According to the U.S. Preventive Services Task Force (USPSTF) guidelines, ultrasound is recommended as a one-time screening test for abdominal aortic aneurysm (AAA) in asymptomatic men aged 65-75 years who have ever smoked.', 'According to the United States Preventive Services Task Force (USPSTF) 2019 guidelines, one-time ultrasound screening for abdominal aortic aneurysm (AAA) is recommended for men aged 65-75 years who have ever smoked.', 'According to the US Preventive Services Task Force (USPSTF) 2019 guidelines, one-time ultrasound screening for abdominal aortic aneurysm (AAA) is recommended for men aged 65-75 years who have ever smoked.', 'According to the U.S. Preventive Services Task Force (USPSTF), ultrasound is recommended as a one-time screening test for abdominal aortic aneurysm (AAA) in men aged 65-75 years who have ever smoked, starting at age 65.', 'According to the United States Preventive Services Task Force (USPSTF) 2019 guidelines, one-time ultrasonography screening for abdominal aortic aneurysm (AAA) is recommended for men aged 65-75 years who have ever smoked. \n\nSource: USPSTF Final Recommendation Statement - Abdominal Aortic Aneurysm Screening', 'According to the United States Preventive Services Task Force (USPSTF), ultrasound is recommended as a one-time screening test for abdominal aortic aneurysm (AAA) in men aged 65-75 years who have ever smoked. (Grade B recommendation, 2014 guidelines).', 'According to the U.S. Preventive Services Task Force (USPSTF), one-time screening with ultrasonography is recommended for abdominal aortic aneurysm (AAA) in men aged 65-75 years who have ever smoked.']]",0,"Please refer to the currently valid US-american guidelines and answer as short and precise as possible. Do not give information that is not explicitly asked for in the question.
What is the role of ultrasound in screening for abdominal aortic aneurysm in men?"
-0.0,True,"Cohen's Kappa is used to measure inter-rater agreement between two or more observers interpreting radiological images, assessing the reliability of their diagnoses or ratings.","[[""Cohen's Kappa is used to measure inter-rater agreement between multiple readers or interpreters of radiological images, assessing reliability of diagnostic interpretations."", ""Cohen's Kappa is used to assess inter-observer agreement between radiologists interpreting images."", ""Cohen's Kappa is used to assess inter-rater agreement between two or more observers interpreting radiological images, measuring the reliability of their evaluations beyond chance."", ""Cohen's Kappa is used to measure inter-observer agreement (reliability) between two or more observers interpreting radiologic images."", ""Cohen's Kappa measures inter-rater agreement between observers interpreting radiological images, assessing reliability of diagnoses or ratings."", ""Cohen's Kappa measures inter-rater reliability between observers (e.g., radiologists) interpreting imaging results, evaluating consistency of diagnoses or classification agreements."", ""Cohen's Kappa measures inter-rater reliability between multiple readers or observers evaluating radiologic images, assessing consistency of interpretations."", ""Cohen's Kappa is used to assess inter-rater agreement between observers or readers interpreting medical images."", ""Cohen's Kappa measures inter-rater agreement or reliability between two observers (e.g., radiologists) interpreting medical images."", 'Measuring inter-rater agreement between observers interpreting medical images.']]",0,"Please answer as short and precise as possible. Do not give information that is not explicitly asked for in the question.
What is Cohen's Kappa used for in radiological imaging studies?"
-0.0,True,"1. IoU (Intersection over Union)
2. Dice Coefficient","[['The two most commonly used metrics are:\n\n1. Intersection over Union (IoU)\n2. Dice Coefficient', '1. IoU (Intersection over Union)\n2. Dice Coefficient', '1. Intersection over Union (IoU)\n2. Dice Coefficient', '1. IoU (Intersection over Union)\n2. Dice Coefficient', '1. Intersection over Union (IoU)\n2. Dice Similarity Coefficient (DSC)', 'The two most commonly used metrics are:\n\n1. Intersection over Union (IoU)\n2. Dice Coefficient', '1. Intersection over Union (IoU)\n2. Dice Coefficient', '1. Intersection over Union (IoU)\n2. Dice Coefficient (F1 score)', 'Dice coefficient (F1-score) and Intersection over Union (IoU).', 'IoU (Intersection over Union) and Dice Coefficient.']]",0,"Please answer as short and precise as possible. Do not give information that is not explicitly asked for in the question.
What are the two most commonly used metrics in image segmentation to compare the algorithm output against reference masks?"
0.14118174150460758,True,"According to the American College of Radiology (ACR) and the Radiological Society of North America (RSNA), two common drugs that may be used to reduce bowel movement during a pelvic MRI are:

1. Glucagon
2. Buscopan (also known as Butylscopolamine or Scopolamine butylbromide)","[['According to the American College of Radiology (ACR) and the Radiological Society of North America (RSNA), two common drugs that may be used to reduce bowel movement during a pelvic MRI are:\n\n1. Glucagon\n2. Buscopan (or hyoscyamine)\n\nPlease note that these medications should only be administered under medical supervision.', 'According to the ACR (American College of Radiology) guidelines, the following two medications can be used to decrease bowel motion during a pelvic MRI:\n\n1. Glucagon\n2. Hyoscyamine', 'According to the American College of Radiology (ACR) and the Radiological Society of North America (RSNA), two common drugs that may be used to reduce bowel movement during a pelvic MRI are:\n\n1. Glucagon\n2. Buscopan (also known as Butylscopolamine or Hyoscine butylbromide)\n\nThese medications can help relax the smooth muscle in the bowel, reducing peristalsis and motion artifacts during the imaging procedure.', 'According to the American College of Radiology (ACR) and Radiological Society of North America (RSNA), the following medications can be used to reduce bowel motion during a pelvic MRI:\n\n1. Glucagon\n2. Hyoscyamine', 'According to the American College of Radiology (ACR) guidelines, two common drugs that may reduce bowel movement in pelvic MRI are:\n\n1. Glucagon\n2. Hyoscyamine sulfate (e.g., Levsin)', 'According to the American College of Radiology (ACR) and the Radiological Society of North America (RSNA), two common drugs used to reduce bowel movement during a pelvic MRI are:\n\n1. Glucagon\n2. Buscopan (also known as hyoscyamine or scopolamine butylbromide)', 'According to the American College of Radiology (ACR) and the Radiological Society of North America (RSNA), two common drugs used to reduce bowel movement during a pelvic MRI are:\n\n1. Glucagon\n2. Buscopan (also known as Scopolamine or Hyoscine)', 'According to the ACR (American College of Radiology) guidelines, two common drugs that may be used to reduce bowel movement during a pelvic MRI are:\n\n1. Glucagon\n2. Buscopan (also known as Butylscopolamine or Hyoscine butylbromide)', 'According to the American College of Radiology (ACR) guidelines, two common drugs that may be used to reduce bowel movement during a pelvic MRI are:\n\n1. Glucagon\n2. Hyoscyamine'], ['According to the American College of Radiology (ACR) and the Society of Abdominal Imaging (SAI), two common drugs that may be administered to reduce bowel movement during a pelvic MRI are:\n\n1. Glucagon\n2. Buscopan (or Scopolamine)']]",0,"Please refer to the currently valid US-american guidelines and answer as short and precise as possible. Do not give information that is not explicitly asked for in the question.
Name two common drugs that may reduce bowel movement in pelvic MRI."
0.14118174150460758,False,"According to the American Association for the Study of Liver Diseases (AASLD) guidelines, the two most common indications for Transjugular Intrahepatic Portosystemic Shunt (TIPS) in patients with variceal bleeding are:

1. Failure of endoscopic and medical management of acute variceal bleeding.
2. Early rebleeding or inability to control bleeding despite endoscopic and medical therapy.","[['According to the American Association for the Study of Liver Diseases (AASLD) and the American Gastroenterological Association (AGA), the two most common indications for Transjugular Intrahepatic Portosystemic Shunt (TIPS) in patients with variceal bleeding are:\n\n1. Failure of medical and endoscopic treatment to control acute variceal hemorrhage.\n2. Early rebleeding or recurrence of variceal hemorrhage despite adequate medical and endoscopic management.\n\nSource: AASLD Practice Guidelines, 2014; AGA Clinical Guideline, 2020.', 'According to current American Association for the Study of Liver Diseases (AASLD) guidelines, the two most common indications for Transjugular Intrahepatic Portosystemic Shunt (TIPS) in patients with variceal bleeding are:\n\n1. Failure to control acute variceal bleeding despite endoscopic and medical therapy.\n2. Early rebleeding within 5 days of an initial bleed.', 'According to the American Association for the Study of Liver Diseases (AASLD) and other current US guidelines, the two most common indications for Transjugular Intrahepatic Portosystemic Shunt (TIPS) in patients with variceal bleeding are:\n\n1. Failure to control acute variceal hemorrhage despite endoscopic and pharmacologic therapy.\n2. Early rebleeding after an initial episode of variceal hemorrhage.', 'According to current AASLD (American Association for the Study of Liver Diseases) guidelines, the two most common indications for Transjugular Intrahepatic Portosystemic Shunt (TIPS) in patients with variceal bleeding are:\n\n1. Failure of endoscopic and pharmacologic therapy to control acute variceal bleeding.\n2. Early rebleeding or inability to achieve hemostasis after initial treatment.', 'According to the American Association for the Study of Liver Diseases (AASLD) and American Gastroenterological Association (AGA), the two most common indications for Transjugular Intrahepatic Portosystemic Shunt (TIPS) in patients with variceal bleeding are:\n\n1. Failure of endoscopic and pharmacologic therapy to control acute variceal hemorrhage.\n2. Recurrent variceal bleeding despite adequate endoscopic and medical management.\n\nSource: AASLD Practice Guidelines, AGA Clinical Practice Update', 'According to the American Association for the Study of Liver Diseases (AASLD) guidelines, the two most common indications for Transjugular Intrahepatic Portosystemic Shunt (TIPS) in patients with variceal bleeding are:\n\n1. Acute variceal bleeding that is not controlled by endoscopic and medical therapy.\n2. Early rebleeding after an initial episode of variceal bleeding, also known as ""early rebleeders"".', 'According to current American Association for the Study of Liver Diseases (AASLD) and American College of Gastroenterology (ACG) guidelines, the two most common indications for Transjugular Intrahepatic Portosystemic Shunt (TIPS) in patients with variceal bleeding are:\n\n1. Failure to control bleeding despite endoscopic and medical management.\n2. Early rebleeding after initial hemostasis.\n\nSource: 2020 AASLD Practice Guidance on the Management of Varices and Variceal Hemorrhage in Cirrhosis', 'According to current AASLD (American Association for the Study of Liver Diseases) guidelines, the two most common indications for Transjugular Intrahepatic Portosystemic Shunt (TIPS) in patients with variceal bleeding are:\n\n1. Acute variceal bleeding that cannot be controlled by endoscopic and/or pharmacological methods.\n2. Early rebleeding after initial control of acute variceal bleeding, indicating failure of first-line therapy.', 'According to current American Association for the Study of Liver Diseases (AASLD) guidelines, the two most common indications for Transjugular Intrahepatic Portosystemic Shunt (TIPS) in patients with variceal bleeding are:\n\n1. Failure of endoscopic and medical management to control acute variceal bleeding.\n2. Early rebleeding after initial control of bleeding despite endoscopic and medical therapy.'], ['According to the American Association for the Study of Liver Diseases (AASLD) guidelines, the two most common indications for Transjugular Intrahepatic Portosystemic Shunt (TIPS) in patients with variceal bleeding are:\n\n1. Early rebleeding or failure to control bleeding despite endoscopic and pharmacologic therapy.\n2. Recurrent variceal bleeding that is difficult to manage endoscopically, particularly if the patient has Child-Pugh class C cirrhosis or early signs of liver dysfunction.']]",0,"Please refer to the currently valid US-american guidelines and answer as short and precise as possible. Do not give information that is not explicitly asked for in the question.
What are the 2 most common indications for TIPS in patients with variceal bleeding?"
0.21732201127364886,False,"According to the FDA-approved prescribing information, the main differences between Gadobutrol (Gadavist) and Gadoxetate disodium (Eovist) in terms of excretion are:

* Gadobutrol: Excreted primarily by the kidneys (> 90%).
* Gadoxetate disodium: Undergoes hepatobiliary excretion, with approximately 50-70% excreted in the feces and 5-10% in the urine.","[['According to the current FDA-approved labeling, \n\nGadobutrol (Gadavist) is primarily excreted through the kidneys.\n\nGadoxetate disodium (Eovist) has a dual-excretion pathway: it is eliminated both hepatobiliary (approximately 50% of the dose) and renally (approximately 50% of the dose).', 'According to the FDA-approved prescribing information, the main difference in excretion between Gadobutrol (Gadavist) and Gadoxetate disodium (Eovist) is:\n\n* Gadobutrol: Excreted primarily via kidneys.\n* Gadoxetate disodium: Excreted via a combination of hepatobiliary (50-60%) and renal excretion.', 'According to the current FDA-approved labels, Gadobutrol (Gadavist) is primarily excreted via the kidneys (>90% renal excretion), whereas Gadoxetate disodium (Eovist/Primovist) has a dual-excretion pathway, with approximately 50% excreted renally and 50% excreted into the bile.', 'According to the FDA-approved labels, \n\n* Gadobutrol (Gadavist) is primarily eliminated via the kidneys. \n* Gadoxetate disodium (Eovist) has a dual excretion pathway: approximately 50% is taken up by functioning hepatocytes and then eliminated into the bile, while the remaining amount is excreted via the kidneys.', 'According to the FDA-approved labeling, \n\nGadobutrol (Gadavist) is primarily excreted via the kidneys (> 90%).\n \nGadoxetate disodium (Eovist) has a dual-excretion pathway: approximately 50% is excreted hepatobiliary into the feces and about 50% is eliminated renally through the urine.', 'According to the FDA-approved prescribing information:\n\n* Gadobutrol (Gadavist) is primarily eliminated via the kidneys, with 93% excreted unchanged in urine within 5 hours.\n* Gadoxetate disodium (Eovist) has a dual excretion pathway: approximately 50% is excreted in the bile and feces, while about 50% is excreted in the urine.', 'According to the FDA-approved labeling:\n\n* Gadobutrol (Gadavist): Excreted primarily by kidneys (kidney elimination).\n* Gadoxetate disodium (Eovist, Primovist): Dual excretion: 50% via liver and bile into feces, and 50% via kidneys into urine.', 'According to the FDA-approved labeling, the main differences are:\n\n* Gadobutrol (Gadavist) is primarily excreted via kidneys (kidney clearance).\n* Gadoxetate disodium (Eovist/Primovist) has dual excretion: 50-60% hepatobiliary excretion and approximately 40-50% renal excretion.'], ['According to the FDA-approved labeling, the main difference between Gadobutrol (Gadavist) and Gadoxetate disodium (Eovist) in terms of excretion is that:\n\n* Gadobutrol is primarily excreted via the kidneys (~80-90%).\n* Gadoxetate disodium is primarily taken up by functioning hepatocytes and then excreted into the bile, with subsequent elimination in the feces (~50-60%), while a smaller fraction is excreted via the kidneys (~20-30%).', 'According to the FDA labels:\n\n* Gadobutrol (Gadavist) is primarily eliminated by renal excretion, with approximately 80% of the dose excreted in the urine within 24 hours.\n* Gadoxetate disodium (Eovist) has a dual mode of elimination: approximately 50% of the dose is excreted in the bile and then into the feces, while around 25-30% is eliminated by renal excretion.']]",0,"Please refer to the currently valid US-american guidelines and answer as short and precise as possible. Do not give information that is not explicitly asked for in the question.
What is the difference between Gadobutrol and Gadoxetate disodium in terms of excretion?"
